Name,Released year,Genre,Director,Runtime (h),Score,Status,Language,Budget ($),Revenue ($)
Recess: School's Out,2001,"'Science Fiction', 'Family', 'Comedy', 'Animation'",Jonathan Greenberg,1.37,66.0,Released,English,10000000.0,44460850.0
On Her Majesty's Secret Service,1969,"'Adventure', 'Action', 'Thriller'",Peter R. Hunt,2.37,66.0,Released,English,6000000.0,64574493.0
The Lucky One,2012,"'Drama', 'Romance'",Scott Hicks,1.6800000000000002,71.0,Released,English,25000000.0,99357138.0
They Cloned Tyrone,2023,"'Comedy', 'Science Fiction', 'Mystery'",Juel Taylor,2.03,67.0,Released,English,47000000.0,
The Sum of All Fears,2002,"'Thriller', 'Action', 'Drama'",Phil Alden Robinson,2.07,63.0,Released,English,68000000.0,193921372.0
Failure to Launch,2006,"'Comedy', 'Romance'",Tom Dey,1.62,58.0,Released,English,50000000.0,130224158.0
Death Note Relight 1: Visions of a God,2007,"'TV Movie', 'Crime', 'Drama', 'Fantasy', 'Thriller', 'Animation'",Tetsuro Araki,2.17,80.0,Released,Japanese,,
The Magician's Elephant,2023,"'Animation', 'Adventure', 'Family', 'Fantasy'",Wendy Rogers,1.65,70.0,Released,English,,
Inuyasha the Movie: Affections Touching Across Time,2001,"'Action', 'Animation', 'Adventure', 'Fantasy'",Toshiya Shinohara,1.65,76.0,Released,Japanese,10540.0,
Oliver & Company,1988,"'Animation', 'Comedy', 'Family'",George Scribner,1.28,67.0,Released,English,31000000.0,74151346.0
"Crouching Tiger, Hidden Dragon",2000,"'Adventure', 'Drama', 'Action', 'Romance'",Du Lu Wang,,74.0,Released,Chinese,17000000.0,213525736.0
The Duke of Burgundy,2014,"'Drama', 'Mystery', 'Romance'",Peter Strickland,1.73,64.0,Released,English,1000000.0,
Forsaken,2015,'Western',Jon Cassar,1.5,61.0,Released,English,11000000.0,
Barbie Mariposa,2008,"'Animation', 'Fantasy', 'Family'",Ruth Handler,1.25,67.0,Released,English,,
Little Fockers,2010,"'Comedy', 'Romance'",Greg Glienna,1.63,56.0,Released,English,100000000.0,310650585.0
Chicago,2002,"'Comedy', 'Crime', 'Drama'",Rob Marshall,1.88,71.0,Released,English,45000000.0,306776732.0
Underdogs,2013,"'Animation', 'Adventure', 'Romance'",Juan José Campanella,1.77,68.0,Released,Spanish; Castilian,22000000.0,34061097.0
Downfall: The Case Against Boeing,2022,'Documentary',Rory Kennedy,1.48,71.0,Released,English,,
The Day of Swapping,2017,'Romance',Myeong Seok Hwan,1.35,52.0,Released,Korean,,
The Legend of La Llorona,2011,"'Family', 'Animation', 'Fantasy', 'Horror'",Alberto Rodríguez,1.35,78.0,Released,Spanish; Castilian,,3900000.0
The Parent Trap,1961,"'Comedy', 'Family'",David Swift,2.15,70.0,Released,English,,29650385.0
Annie,2014,"'Comedy', 'Drama', 'Family'",Will Gluck,1.98,63.0,Released,English,65000000.0,133821816.0
Barbie as the Island Princess,2007,"'Animation', 'Family'",Ruth Handler,1.42,72.0,Released,English,,
Werewolf: The Beast Among Us,2012,"'Drama', 'Horror', 'Thriller'",Louis Morneau,1.55,59.0,Released,English,5000000.0,
Monster Family 2,2021,"'Animation', 'Family'",David Safier,1.72,66.0,Released,English,,
The Experiment,2010,"'Thriller', 'Drama'",Paul T. Scheuring,1.6,64.0,Released,English,21800000.0,
The Layover,2017,"'Comedy', 'Romance'",William H. Macy,1.47,54.0,Released,English,,
Thirteen Lives,2022,"'Drama', 'Thriller'",William Nicholson,2.45,79.0,Released,English,55000000.0,
Stop! Or My Mom Will Shoot,1992,"'Action', 'Comedy'",Roger Spottiswoode,1.45,53.0,Released,English,,70611210.0
Secret Window,2004,"'Mystery', 'Thriller'",David Koepp,1.6,66.0,Released,English,40000000.0,92913171.0
The Unforgiven,1960,"'Romance', 'Western', 'Drama'",John Huston,2.08,63.0,Released,English,5000000.0,
Brooklyn,2015,"'Romance', 'Drama'",John Crowley,1.85,73.0,Released,English,11000000.0,62076141.0
Jerry & Marge Go Large,2022,"'Comedy', 'Drama'",David Frankel,1.6,74.0,Released,English,,
Barbie: The Pearl Princess,2014,"'Family', 'Animation'",Ruth Handler,1.22,69.0,Released,English,,
Forbidden Planet,1956,"'Science Fiction', 'Adventure'",Fred M. Wilcox,1.63,73.0,Released,English,1900000.0,3250000.0
TMNT,2007,"'Adventure', 'Animation', 'Comedy', 'Family'",Kevin Munroe,1.43,61.0,Released,English,34000000.0,95608995.0
The Firm,1993,"'Drama', 'Mystery', 'Thriller'",Sydney Pollack,2.57,67.0,Released,English,42000000.0,270248367.0
In the Heat of the Night,1967,"'Crime', 'Drama', 'Mystery', 'Thriller'",Norman Jewison,1.8199999999999998,77.0,Released,English,2000000.0,27379978.0
The Many Adventures of Winnie the Pooh,1977,"'Animation', 'Family', 'Adventure'",A. A. Milne,1.23,72.0,Released,English,,
Police Academy 3: Back in Training,1986,"'Comedy', 'Crime'",Neal Israel,1.4,58.0,Released,English,12000000.0,107600000.0
V/H/S/2,2013,"'Horror', 'Thriller'",Timo Tjahjanto,1.6,62.0,Released,English,,21833.0
Wild Things: Foursome,2010,"'Crime', 'Drama', 'Mystery'",Andy Hurst,1.53,52.0,Released,English,,
Pavarotti,2019,'Documentary',Ron Howard,1.92,74.0,Released,English,,
Aliens in the Attic,2009,"'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction'",John Schultz,1.43,57.0,Released,English,45000000.0,57881056.0
U-571,2000,"'War', 'Drama', 'Action', 'Thriller'",Jonathan Mostow,1.9300000000000002,65.0,Released,English,62000000.0,127666415.0
She's All That,1999,"'Comedy', 'Romance'",Robert Iscove,1.58,63.0,Released,English,10000000.0,103166989.0
Stalker,1979,"'Science Fiction', 'Drama'",Andrei Tarkovsky,2.7,82.0,Released,Russian,120000.0,
The Scarlet and the Black,1983,"'Drama', 'History', 'TV Movie', 'War'",Jerry London,2.38,69.0,Released,English,,
Hostiles,2017,"'Western', 'Drama', 'History'",Scott Cooper,2.23,69.0,Released,English,55000000.0,36976336.0
Kit Kittredge: An American Girl,2008,"'Family', 'Comedy', 'Drama', 'Mystery'",Patricia Rozema,1.6800000000000002,64.0,Released,English,10000000.0,17657973.0
My Lucky Stars,1985,"'Action', 'Comedy'",Barry Wong,1.6,63.0,Released,Cantonese,,
Bad Lieutenant: Port of Call - New Orleans,2009,"'Drama', 'Crime'",Werner Herzog,2.03,61.0,Released,English,25000000.0,10589102.0
A Little Princess,1995,"'Drama', 'Family', 'Fantasy'",Alfonso Cuarón,1.62,76.0,Released,English,17000000.0,10015449.0
Keepers of the Covenant: Making 'Exodus: Gods and Kings',2015,'Documentary',Charles de Lauzirika,2.55,60.0,Released,English,,
The Sacrament,2013,"'Horror', 'Thriller'",Ti West,1.65,59.0,Released,English,4000000.0,9221.0
The Wolverine: Path of a Ronin,2013,'Documentary',Laurent Bouzereau,,66.0,Released,English,,
Moby Dick,1956,"'Adventure', 'Drama'",John Huston,1.9300000000000002,70.0,Released,English,4500000.0,10400000.0
Body Snatchers,1993,"'Horror', 'Science Fiction', 'Thriller'",Abel Ferrara,1.45,62.0,Released,English,13000000.0,428868.0
The Swan,2023,'Drama',Wes Anderson,,69.0,Released,English,,
Detective Conan: Dimensional Sniper,2014,"'Action', 'Animation', 'Drama', 'Mystery'",Kobun Shizuno,1.83,69.0,Released,Japanese,,
Bill & Ted's Excellent Adventure,1989,"'Adventure', 'Comedy', 'Science Fiction'",Stephen Herek,1.5,69.0,Released,English,10000000.0,40485039.0
The Cheetah Girls 2,2006,"'Family', 'Comedy', 'Drama', 'Music', 'TV Movie'",Kenny Ortega,1.6,63.0,Released,English,,
The Legend of Hercules,2014,"'Action', 'Adventure'",Renny Harlin,1.65,48.0,Released,English,70000000.0,61279452.0
Deep Blue Sea,1999,"'Action', 'Horror', 'Science Fiction'",Renny Harlin,1.75,60.0,Released,English,60000000.0,164700000.0
The Butterfly Effect 2,2006,"'Drama', 'Science Fiction', 'Thriller'",John R. Leonetti,1.58,49.0,Released,English,6000000.0,
Leaving Las Vegas,1995,"'Drama', 'Romance'",Mike Figgis,1.85,73.0,Released,English,3600000.0,49800000.0
The Cellar,2022,"'Horror', 'Mystery'",Brendan Muldowney,1.5699999999999998,66.0,Released,English,,
The Art of Self-Defense,2019,"'Comedy', 'Thriller'",Riley Stearns,1.73,66.0,Released,English,1800000.0,2400000.0
Pitch Perfect 3,2017,"'Comedy', 'Music'",Trish Sie,1.55,65.0,Released,English,45000000.0,184724494.0
Barnyard,2006,"'Animation', 'Comedy', 'Family'",Steve Oedekerk,1.5,58.0,Released,English,51000000.0,116476887.0
Visitor Q,2001,"'Comedy', 'Drama', 'Horror', 'Thriller'",Takashi Miike,1.4,64.0,Released,Japanese,60400.0,
He's All That,2021,"'Comedy', 'Romance'",Mark Waters,1.52,66.0,Released,English,,
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,"'Family', 'Comedy'",Miguel Arteta,1.35,62.0,Released,English,28000000.0,100654149.0
Buffy the Vampire Slayer,1992,"'Action', 'Comedy', 'Horror'",Fran Rubel Kuzui,1.43,56.0,Released,English,7000000.0,16624456.0
"10,000 BC",2008,"'Adventure', 'Action', 'Drama', 'Fantasy'",Roland Emmerich,1.8199999999999998,54.0,Released,English,105000000.0,269784201.0
Get Rich or Die Tryin',2005,"'Drama', 'Crime', 'Music'",Terence Winter,1.95,68.0,Released,English,40000000.0,46442528.0
Mother Krampus 2: Slay Ride,2018,'Horror',Eddie Lengyel,1.58,49.0,Released,English,,
Looney Tunes: Back in Action,2003,"'Animation', 'Comedy', 'Family'",Joe Dante,1.55,64.0,Released,English,80000000.0,68514844.0
Nightbooks,2021,"'Fantasy', 'Family', 'Horror'",David Yarovesky,1.72,62.0,Released,English,,
The Warriors,1979,"'Action', 'Thriller'",Walter Hill,1.5699999999999998,77.0,Released,English,4000000.0,22490039.0
Neighbors,2014,'Comedy',Nicholas Stoller,1.62,62.0,Released,English,18000000.0,270665134.0
Ben 10: Race Against Time,2008,"'Action', 'Family', 'Science Fiction'",Alex Winter,1.12,57.0,Released,English,,
Grimsby,2016,"'Action', 'Comedy'",Phil Johnston,1.38,59.0,Released,English,35000000.0,27979040.0
Heidi,2015,"'Adventure', 'Family'",Alain Gsponer,1.85,71.0,Released,German,8800000.0,
A Streetcar Named Desire,1951,'Drama',Elia Kazan,2.08,76.0,Released,English,1800000.0,8000000.0
Fire and Ice,1983,"'Animation', 'Fantasy', 'Science Fiction'",Ralph Bakshi,1.35,66.0,Released,English,1200000.0,760883.0
Bleeding Steel,2017,"'Action', 'Science Fiction', 'Thriller'",Leo Zhang,1.8199999999999998,59.0,Released,Chinese,65000000.0,
Booksmart,2019,'Comedy',Olivia Wilde,1.7,70.0,Released,English,6000000.0,24849029.0
Madhouse,2004,"'Horror', 'Thriller'",William Butler,1.52,57.0,Released,English,,
The Promise,2016,"'History', 'Romance', 'Drama'",Terry George,2.22,70.0,Released,English,90000000.0,12448676.0
Solaris,2002,"'Drama', 'Science Fiction', 'Mystery'",Steven Soderbergh,1.65,59.0,Released,English,47000000.0,30002758.0
The Resurrection of Charles Manson,2023,"'Horror', 'Thriller'",Remy Grillo,1.3,40.0,Released,English,,
To Kill a Mockingbird,1962,'Drama',Robert Mulligan,2.15,80.0,Released,English,2000000.0,13129846.0
The Night House,2021,"'Drama', 'Horror', 'Mystery', 'Thriller'",David Bruckner,1.78,66.0,Released,English,,14600000.0
Romeo and Juliet,1968,"'Drama', 'Romance'",Franco Zeffirelli,2.3,74.0,Released,English,,38901218.0
Taxi,2004,"'Action', 'Comedy', 'Thriller', 'Crime'",Tim Story,1.62,56.0,Released,English,25000000.0,71255003.0
Gurren Lagann the Movie: The Lights in the Sky Are Stars,2009,"'Action', 'Science Fiction', 'Animation', 'Adventure'",Hiroyuki Imaishi,2.1,78.0,Released,Japanese,,
Unbroken,2014,"'Drama', 'War'",Angelina Jolie,2.2800000000000002,74.0,Released,English,65000000.0,163400000.0
The Reader,2008,"'Drama', 'Romance'",Stephen Daldry,2.07,74.0,Released,English,32000000.0,108902486.0
In the Shadow of the Moon,2019,"'Science Fiction', 'Thriller'",Jim Mickle,1.92,61.0,Released,English,,
Gridiron Gang,2006,"'Crime', 'Drama'",Jac Flanders,2.08,70.0,Released,English,30000000.0,41480851.0
Priest,2011,"'Action', 'Fantasy', 'Horror', 'Thriller'",Scott Stewart,1.45,58.0,Released,English,60000000.0,78309131.0
Munich,2005,"'Drama', 'Action', 'History', 'Thriller'",Steven Spielberg,2.73,71.0,Released,English,70000000.0,130982129.0
Big Trip 2: Special Delivery,2022,"'Animation', 'Family', 'Adventure', 'Comedy'",Vasiliy Rovenskiy,1.5,65.0,Released,Russian,,
Anatomy of a Murder,1959,"'Crime', 'Drama', 'Mystery'",Otto Preminger,2.68,78.0,Released,English,2000000.0,8000000.0
The Crush,1993,"'Drama', 'Thriller'",Alan Shapiro,1.48,66.0,Released,English,6000000.0,13609396.0
Pale Rider,1985,'Western',Clint Eastwood,1.92,72.0,Released,English,6900000.0,41410568.0
Viva Erotica,1996,"'Comedy', 'Drama'",Lo Chi-leung,1.65,65.0,Released,Cantonese,,
The Ten Commandments: The Movie,2016,'Drama',Alexandre Avancini,,72.0,Released,Portuguese,39307171.0,37070177.0
Rio Bravo,1959,'Western',Howard Hawks,2.35,78.0,Released,English,1200000.0,5750000.0
Cold Mountain,2003,"'Drama', 'War', 'History', 'Adventure', 'Romance'",Anthony Minghella,2.57,69.0,Released,English,79000000.0,173013509.0
Starship Troopers: Invasion,2012,"'Animation', 'Action', 'Science Fiction'",Shinji Aramaki,1.48,58.0,Released,English,,193425.0
Friday the 13th Part VII: The New Blood,1988,'Horror',John Carl Buechler,1.47,54.0,Released,English,2800000.0,19200000.0
Swingers,1996,'Comedy',Doug Liman,1.6,69.0,Released,English,200000.0,4505922.0
A Good Year,2006,"'Comedy', 'Drama', 'Romance'",Ridley Scott,1.95,67.0,Released,English,35000000.0,42064105.0
Berserk: The Golden Age Arc III - The Advent,2013,"'Action', 'Adventure', 'Drama', 'Fantasy', 'Animation'",Toshiyuki Kubooka,1.83,77.0,Released,Japanese,,
Hang 'em High,1968,'Western',Mel Goldberg,1.9,68.0,Released,English,1800000.0,6800000.0
The Preacher's Wife,1996,"'Family', 'Fantasy', 'Drama', 'Comedy', 'Romance'",Penny Marshall,2.07,58.0,Released,English,40000000.0,48100000.0
Intolerable Cruelty,2003,"'Comedy', 'Romance'",Joel Coen,1.67,59.0,Released,English,60000000.0,119940815.0
Johnny English,2003,"'Adventure', 'Action', 'Comedy'",Peter Howitt,1.47,63.0,Released,English,40000000.0,160583018.0
Believer,2018,"'Crime', 'Action', 'Thriller'",Lee Hae-young,2.05,74.0,Released,Korean,,
There's Someone Inside Your House,2021,"'Thriller', 'Horror', 'Mystery'",Patrick Brice,1.6,54.0,Released,English,,
The Lincoln Lawyer,2011,"'Crime', 'Drama', 'Thriller'",Brad Furman,1.98,72.0,Released,English,40000000.0,85412898.0
"Big Mommas: Like Father, Like Son",2011,"'Crime', 'Comedy', 'Action'",Matthew Fogel,1.78,55.0,Released,English,32000000.0,83615414.0
Case Closed: Countdown to Heaven,2001,"'Animation', 'Action', 'Crime', 'Mystery'",Kenji Kodama,1.67,73.0,Released,Japanese,,
Bastille Day,2016,'Action',James Watkins,1.53,63.0,Released,English,20000000.0,14397593.0
Flubber,1997,"'Comedy', 'Family', 'Science Fiction'",Les Mayfield,1.55,56.0,Released,English,80000000.0,177977226.0
Death Note: Light Up the New World,2016,"'Crime', 'Horror', 'Science Fiction', 'Thriller'",Shinsuke Sato,2.23,63.0,Released,Japanese,,
A Christmas Carol,1938,"'Drama', 'Fantasy', 'Family'",Edwin L. Marin,1.15,70.0,Released,English,,
South Park: Post COVID: The Return of COVID,2021,"'Animation', 'Comedy', 'TV Movie'",Trey Parker,1.03,75.0,Released,English,,
The One and Only Ivan,2020,"'Family', 'Comedy', 'Drama'",Thea Sharrock,1.55,74.0,Released,English,,
The Lost Lotteries,2022,"'Crime', 'Comedy'",Prueksa Amaruji,1.77,67.0,Released,Thai,,
Christmas Inheritance,2017,"'Romance', 'Comedy'",Ernie Barbarash,1.75,63.0,Released,English,10000000.0,
Detective Conan: Magician of the Silver Sky,2004,"'Animation', 'Mystery'",Yasuichiro Yamamoto,1.83,70.0,Released,Japanese,,
Rocco,2016,'Documentary',Thierry Demaizière,1.75,56.0,Released,French,,
Videodrome,1983,"'Horror', 'Science Fiction', 'Mystery'",David Cronenberg,1.47,73.0,Released,English,5952000.0,2120439.0
Bleach the Movie: Hell Verse,2010,"'Action', 'Animation', 'Fantasy', 'Adventure'",Kazunori Mizuno,1.5699999999999998,76.0,Released,Japanese,,8749681.0
A Charlie Brown Thanksgiving,1973,"'Animation', 'Comedy', 'Family', 'TV Movie'",Phil Roman,,73.0,Released,English,,
Marked for Death,1990,"'Action', 'Crime'",Dwight H. Little,1.5699999999999998,61.0,Released,English,12000000.0,46044400.0
Badlands,1974,"'Crime', 'Drama', 'Romance'",Terrence Malick,1.5699999999999998,75.0,Released,English,300000.0,
The Pelican Brief,1993,'Thriller',Alan J. Pakula,2.35,66.0,Released,English,45000000.0,195268056.0
Resident Evil: Apocalypse,2004,"'Horror', 'Action', 'Science Fiction'",Alexander Witt,1.5699999999999998,63.0,Released,English,45000000.0,129394835.0
The English Patient,1996,"'Drama', 'Romance', 'War'",Anthony Minghella,2.7,72.0,Released,English,27000000.0,231976425.0
Savage Grace,2007,'Drama',Tom Kalin,1.62,57.0,Released,English,4600000.0,1432799.0
Harley Davidson and the Marlboro Man,1991,"'Action', 'Thriller'",Simon Wincer,1.63,63.0,Released,English,23000000.0,7434726.0
Vivarium,2019,"'Science Fiction', 'Thriller', 'Mystery', 'Horror'",Lorcan Finnegan,1.62,61.0,Released,English,3947600.0,487625.0
Gabriel's Redemption: Part 1,2023,"'Drama', 'Romance'",Tosca Musk,1.83,69.0,Released,English,,
No Game No Life: Zero,2017,"'Animation', 'Action', 'Drama', 'Romance', 'Fantasy', 'Adventure'",Atsuko Ishizuka,1.77,78.0,Released,Japanese,,6000000.0
Fate/stay night: Unlimited Blade Works,2010,"'Action', 'Fantasy', 'Animation'",Yuji Yamaguchi,1.78,71.0,Released,Japanese,,
Silip Sa Apoy,2022,"'Drama', 'Thriller'",Mac Alejandre,1.78,60.0,Released,Tagalog,,
8MM,1999,"'Thriller', 'Crime', 'Mystery'",Joel Schumacher,2.05,64.0,Released,English,40000000.0,96618699.0
Exorcist: The Beginning,2004,"'Horror', 'Mystery', 'Thriller'",William Peter Blatty,1.9,54.0,Released,English,80000000.0,78000586.0
Hall Pass,2011,"'Comedy', 'Romance'",Bobby Farrelly,1.75,57.0,Released,English,36000000.0,83200000.0
Dragonball Evolution,2009,"'Action', 'Adventure', 'Fantasy', 'Science Fiction', 'Thriller'",Akira Toriyama,1.42,29.0,Released,English,30000000.0,58228460.0
The Lords of Flatbush,1974,'Drama',Martin Davidson,1.43,57.0,Released,English,160000.0,4000000.0
Fistful of Vengeance,2022,"'Action', 'Fantasy'",Tony Krantz,1.62,55.0,Released,English,,
G-Force,2009,"'Animation', 'Family', 'Fantasy', 'Action', 'Adventure', 'Comedy'",Hoyt Yeatman,1.47,54.0,Released,English,150000000.0,292817841.0
Porky's,1981,'Comedy',Bob Clark,1.5699999999999998,64.0,Released,English,4000000.0,125700000.0
Ehrengard: The Art of Seduction,2023,"'Romance', 'Comedy', 'Drama'",Bille August,1.58,63.0,Released,Danish,,
The Book of Daniel,2013,"'Fantasy', 'Drama'",Anna Zielinski,1.47,70.0,Released,English,,
The Day the Earth Stood Still,1951,"'Drama', 'Science Fiction', 'Thriller'",Robert Wise,1.53,75.0,Released,English,995000.0,1850000.0
Kabhi Khushi Kabhie Gham,2001,"'Comedy', 'Drama'",Karan Johar,3.48,77.0,Released,Hindi,,
Cairo Conspiracy,2022,"'Thriller', 'Drama'",Tarik Saleh,2.02,68.0,Released,Arabic,7047000.0,3646605.0
Bursting Point,2023,"'Crime', 'Action'",Dante Lam,,70.0,Released,Cantonese,,
Cujo,1983,"'Horror', 'Thriller'",Lewis Teague,1.55,61.0,Released,English,5000000.0,21200000.0
The King of Comedy,1982,"'Drama', 'Comedy'",Martin Scorsese,1.8199999999999998,78.0,Released,English,19000000.0,2536000.0
The Standoff at Sparrow Creek,2019,"'Drama', 'Thriller', 'Mystery'",Henry Dunham,1.47,61.0,Released,English,450000.0,
A Fish Called Wanda,1988,"'Comedy', 'Crime'",Charles Crichton,1.8199999999999998,72.0,Released,English,7500000.0,62493712.0
Mystic River,2003,"'Thriller', 'Crime', 'Drama', 'Mystery'",Clint Eastwood,2.3,77.0,Released,English,25000000.0,156822020.0
Burn After Reading,2008,"'Comedy', 'Drama'",Joel Coen,1.6,66.0,Released,English,37000000.0,163700000.0
As Good as It Gets,1997,"'Drama', 'Comedy', 'Romance'",James L. Brooks,2.32,74.0,Released,English,50000000.0,314178011.0
Kate,2021,'Action',Cedric Nicolas-Troyan,1.77,67.0,Released,English,,
The Hot Spot,1990,"'Romance', 'Crime', 'Thriller'",Charles Williams,2.17,63.0,Released,English,,1293976.0
What We Do in the Shadows,2014,"'Comedy', 'Horror'",Jemaine Clement,1.43,76.0,Released,English,1600000.0,6263224.0
Child's Play,2019,"'Horror', 'Thriller', 'Science Fiction'",Don Mancini,1.5,60.0,Released,English,10000000.0,44902237.0
Conspiracy Theory,1997,"'Action', 'Drama', 'Mystery', 'Thriller'",Richard Donner,2.25,66.0,Released,English,75000000.0,136982834.0
Breakdown,1997,"'Crime', 'Drama', 'Mystery', 'Thriller'",Jonathan Mostow,1.58,68.0,Released,English,36000000.0,50159144.0
Dracula,1958,'Horror',Terence Fisher,1.37,73.0,Released,English,104880.0,3500000.0
A Christmas Masquerade,2022,"'TV Movie', 'Comedy', 'Romance'",Michelle Ouellet,1.5,66.0,Released,English,,
Blue Velvet,1986,"'Crime', 'Mystery', 'Thriller', 'Romance'",David Lynch,,76.0,Released,English,6000000.0,8618766.0
